 ,Intensity,X (px),Y (px),X (nm),Y (nm),Z (nm),Left-Width (px),Right-Width (px),Up-Height (px),Down-Height (px),X Symmetry (%),Y Symmetry (%),Width minus Height (px),Frame Number
2230,547,18.045,20.380,1804.527,2038.030,58.801,0.939,1.489,0.947,1.248,0.774,0.863,0.233,4158
2231,331,18.032,20.400,1803.179,2040.048,111.286,1.086,1.697,1.054,1.139,0.780,0.962,0.590,4159
2232,929,28.427,23.340,2842.686,2333.983,6.133,1.040,1.053,0.894,1.201,0.994,0.854,-0.002,4161
2233,667,27.856,23.086,2785.583,2308.606,-70.105,1.182,0.674,0.942,1.415,0.726,0.799,-0.500,4165
2234,331,50.516,25.588,5051.632,2558.762,32.206,1.039,1.200,1.047,1.027,0.928,0.990,0.166,4160
2235,1309,27.673,23.372,2767.337,2337.194,-8.508,1.078,0.807,0.843,1.139,0.856,0.851,-0.097,4167
2236,622,27.844,23.131,2784.428,2313.050,31.145,1.429,0.758,0.710,1.316,0.693,0.701,0.161,4168
2237,1199,27.809,23.387,2780.921,2338.663,13.649,1.221,0.742,0.887,1.022,0.756,0.929,0.054,4166
2238,1002,30.226,29.247,3022.590,2924.743,46.820,0.904,1.372,0.808,1.263,0.794,0.780,0.205,4175
2239,806,30.278,29.141,3027.826,2914.070,-50.569,0.727,1.050,0.804,1.327,0.818,0.755,-0.355,4173
2240,890,20.899,34.069,2089.861,3406.922,-49.808,1.291,0.722,0.880,1.482,0.718,0.745,-0.348,4177
2241,779,30.296,29.311,3029.624,2931.150,6.493,0.919,1.192,0.874,1.238,0.871,0.828,2.737E-4,4176
2242,668,20.837,33.989,2083.701,3398.867,-50.202,1.273,0.770,1.496,0.899,0.754,0.751,-0.351,4176
2243,794,17.612,20.280,1761.192,2028.005,74.686,1.227,1.035,0.807,1.152,0.915,0.824,0.302,4180
2244,360,20.773,34.048,2077.299,3404.830,-77.565,1.239,0.740,0.920,1.601,0.748,0.730,-0.543,4179
2245,941,16.232,44.059,1623.169,4405.854,8.701,0.868,1.279,0.755,1.374,0.808,0.709,0.017,4191
2246,374,4.468,12.520,446.788,1252.003,25.110,1.121,1.132,1.055,1.064,0.995,0.995,0.134,4191
2247,516,14.396,56.338,1439.634,5633.762,-114.820,0.875,0.872,1.269,1.386,0.998,0.956,-0.907,4187
2248,596,51.845,25.927,5184.494,2592.737,7.535,1.338,0.592,1.204,0.717,0.614,0.747,0.008,4202
2249,714,43.644,24.308,4364.397,2430.768,-117.693,1.095,0.798,1.233,1.601,0.843,0.870,-0.941,4186
2250,328,15.578,46.211,1557.828,4621.129,130.531,1.387,1.234,0.751,1.149,0.942,0.790,0.721,4186
2251,420,43.840,24.334,4383.967,2433.440,-103.347,1.332,0.798,1.366,1.540,0.749,0.940,-0.776,4184
2252,723,43.645,24.537,4364.485,2453.675,-124.316,1.147,0.823,1.398,1.592,0.836,0.935,-1.021,4181
2253,553,17.545,20.252,1754.452,2025.223,93.136,1.166,1.111,0.733,1.113,0.976,0.794,0.432,4181
2254,1012,27.533,22.994,2753.281,2299.391,5.584,1.102,0.995,1.426,0.677,0.949,0.644,-0.007,4219
2255,1200,27.632,22.954,2763.213,2295.398,-14.214,1.128,0.824,1.401,0.686,0.844,0.657,-0.135,4218
2256,1148,27.640,22.813,2764.039,2281.347,7.118,1.146,0.875,1.278,0.737,0.866,0.732,0.005,4217
2257,1157,27.618,23.003,2761.756,2300.300,-5.911,1.109,0.887,0.663,1.412,0.889,0.639,-0.080,4216
2258,584,36.819,23.848,3681.862,2384.839,42.258,1.457,0.870,1.239,0.894,0.748,0.838,0.195,4207
2259,232,37.456,23.425,3745.563,2342.486,84.215,1.328,1.602,1.177,1.390,0.906,0.917,0.362,4206
2260,455,25.562,32.117,2556.242,3211.660,-91.176,0.908,0.893,0.931,1.519,0.992,0.760,-0.650,4205
2261,903,51.831,25.875,5183.088,2587.491,4.512,1.344,0.826,1.352,0.832,0.761,0.762,-0.014,4201
2262,622,23.202,30.006,2320.197,3000.632,-65.914,0.679,1.123,0.813,1.467,0.754,0.713,-0.478,4201
2263,570,51.594,25.876,5159.394,2587.618,14.980,1.178,1.071,1.334,0.851,0.953,0.779,0.064,4200
2264,671,23.880,33.992,2388.031,3399.181,-30.384,1.227,0.631,1.352,0.713,0.679,0.691,-0.208,4196
2265,391,23.826,33.912,2382.646,3391.161,16.337,1.609,0.737,1.368,0.904,0.628,0.796,0.074,4193
2266,737,23.783,33.725,2378.287,3372.526,-14.419,1.263,0.880,1.314,0.966,0.821,0.847,-0.136,4192
2267,740,16.223,44.179,1622.321,4417.862,-77.784,0.664,1.116,0.859,1.465,0.746,0.739,-0.544,4192
2268,236,57.508,29.558,5750.847,2955.838,75.134,1.367,1.309,1.194,1.178,0.978,0.993,0.304,4253
2269,574,56.977,29.397,5697.704,2939.699,19.135,1.501,0.807,1.032,1.183,0.699,0.932,0.093,4248
2270,441,56.997,29.524,5699.737,2952.369,1.538,1.588,0.697,1.121,1.197,0.610,0.967,-0.033,4251
2271,214,15.111,19.027,1511.073,1902.667,116.824,1.169,1.538,0.770,1.306,0.864,0.742,0.630,4251
2272,839,57.008,29.197,5700.778,2919.670,105.540,0.821,1.464,0.676,1.064,0.719,0.777,0.545,4249
2273,713,57.057,29.280,5705.677,2927.991,75.495,0.796,1.489,0.821,1.157,0.697,0.830,0.307,4250
2274,914,23.457,30.253,2345.661,3025.259,-98.479,0.936,0.918,1.073,1.506,0.990,0.832,-0.725,4247
2275,542,23.519,30.189,2351.856,3018.896,-92.938,0.880,0.917,0.957,1.507,0.979,0.777,-0.667,4245
2276,439,38.998,23.960,3899.836,2395.971,42.622,1.604,0.854,1.595,0.667,0.695,0.590,0.196,4245
2277,989,38.991,24.262,3899.106,2426.228,16.262,1.496,0.784,0.962,1.245,0.688,0.872,0.073,4244
2278,1087,38.979,24.283,3897.933,2428.330,38.481,1.450,0.738,0.787,1.215,0.675,0.786,0.186,4243
2279,1004,39.030,24.433,3902.974,2443.300,4.540,0.689,1.379,1.011,1.072,0.666,0.971,-0.014,4242
2280,313,17.696,41.328,1769.573,4132.797,-103.625,1.217,0.995,1.304,1.688,0.900,0.872,-0.779,4242
2281,1042,17.545,41.069,1754.521,4106.914,-42.047,1.032,0.907,0.815,1.407,0.936,0.734,-0.284,4241
2282,1055,17.473,41.184,1747.304,4118.411,-13.755,1.017,1.044,0.844,1.348,0.987,0.770,-0.132,4240
2283,1027,17.499,41.070,1749.882,4106.969,-4.664,1.078,1.095,0.787,1.458,0.992,0.701,-0.071,4239
2284,985,17.518,41.267,1751.782,4126.692,-58.972,0.979,0.941,0.964,1.380,0.980,0.823,-0.425,4238
2285,285,17.643,40.762,1764.280,4076.231,-27.142,1.416,1.243,1.741,1.110,0.935,0.779,-0.192,4237
2286,333,16.743,19.819,1674.291,1981.857,14.425,1.315,0.941,1.307,0.889,0.834,0.810,0.060,4233
2287,673,15.122,18.888,1512.223,1888.775,122.128,1.040,1.519,1.263,0.633,0.813,0.668,0.664,4252
2288,484,57.068,29.327,5706.798,2932.661,16.107,0.737,1.454,0.981,1.139,0.673,0.926,0.072,4252
2289,146,15.141,10.033,1514.112,1003.338,4.369,0.926,1.799,1.156,1.584,0.680,0.844,-0.015,4252
2290,400,38.776,24.297,3877.598,2429.674,-16.417,1.371,0.898,0.978,1.437,0.792,0.810,-0.146,4254
2291,806,15.448,18.840,1544.808,1884.038,106.824,1.169,1.313,1.264,0.663,0.942,0.688,0.555,4259
2292,338,32.773,23.679,3277.284,2367.919,9.148,1.326,0.843,1.261,0.887,0.777,0.826,0.020,4257
2293,542,22.873,30.698,2287.254,3069.780,-115.016,1.324,0.727,1.564,1.396,0.709,0.943,-0.909,4262
2294,999,22.939,30.663,2293.890,3066.331,-100.989,1.317,0.529,1.415,1.182,0.573,0.910,-0.751,4261
2295,260,3.185,10.042,318.480,1004.185,158.367,1.191,1.741,0.670,1.348,0.812,0.664,0.915,4268
2296,283,31.881,27.586,3188.066,2758.629,8.878,1.411,0.964,1.114,1.244,0.812,0.945,0.018,4268
2297,829,22.977,30.476,2297.673,3047.633,-113.904,1.245,0.557,1.301,1.397,0.618,0.964,-0.896,4260
2298,343,15.220,18.838,1521.986,1883.834,128.020,1.249,1.572,1.274,0.844,0.885,0.797,0.704,4260
2299,832,43.966,24.429,4396.590,2442.925,13.820,1.389,0.682,0.891,1.125,0.659,0.884,0.056,4269
2300,239,31.443,27.379,3144.302,2737.874,-107.981,1.158,0.889,1.362,1.514,0.869,0.947,-0.828,4269
2301,101,46.217,59.942,4621.688,5994.208,22.583,1.131,1.716,1.369,1.361,0.795,0.997,0.117,4270
2302,307,57.653,29.818,5765.336,2981.833,23.844,1.506,0.984,1.303,1.061,0.790,0.898,0.126,4279
2303,326,57.822,29.493,5782.194,2949.291,-28.380,1.414,1.160,1.436,1.337,0.901,0.964,-0.198,4280
2304,434,14.350,50.821,1434.970,5082.146,-97.871,0.981,1.176,1.673,1.202,0.910,0.836,-0.718,4284
2305,417,18.970,21.187,1896.972,2118.711,80.210,1.740,0.841,0.852,1.393,0.652,0.759,0.336,4284
2306,400,19.400,20.895,1939.994,2089.525,86.701,1.294,1.183,1.419,0.677,0.955,0.646,0.380,4283
2307,810,27.906,22.830,2790.581,2283.041,18.842,1.496,0.987,1.500,0.893,0.795,0.746,0.091,4303
2308,253,22.965,21.995,2296.500,2199.515,134.565,1.733,1.086,1.319,0.751,0.771,0.725,0.749,4300
2309,521,28.037,22.803,2803.658,2280.319,5.465,0.850,1.682,1.587,0.952,0.671,0.750,-0.007,4304
2310,385,49.602,25.025,4960.229,2502.523,81.103,1.457,1.157,0.809,1.463,0.885,0.712,0.342,4304
2311,561,49.622,25.094,4962.225,2509.415,-24.001,1.151,0.907,0.811,1.425,0.882,0.725,-0.178,4307
2312,147,55.417,40.148,5541.723,4014.790,108.128,1.249,1.706,1.172,1.218,0.845,0.981,0.565,4307
2313,972,49.570,24.967,4956.987,2496.681,68.048,1.192,1.020,1.341,0.602,0.922,0.620,0.269,4306
2314,843,25.177,32.595,2517.724,3259.507,17.439,0.880,1.313,1.095,1.017,0.803,0.963,0.081,4319
2315,252,24.966,32.569,2496.575,3256.860,-21.636,1.670,0.985,1.418,1.406,0.742,0.996,-0.168,4318
2316,411,18.505,20.684,1850.471,2068.431,-36.963,0.965,1.048,1.142,1.116,0.958,0.988,-0.245,4314
2317,1114,35.519,23.548,3551.871,2354.789,25.709,1.094,1.019,1.005,0.971,0.964,0.983,0.137,4320
2318,1001,25.169,32.367,2516.914,3236.695,8.043,0.813,1.271,0.891,1.181,0.780,0.860,0.012,4320
2319,1150,35.652,23.567,3565.235,2356.711,41.262,1.205,0.943,1.012,0.943,0.878,0.965,0.193,4325
2320,307,35.380,23.610,3538.028,2361.046,-108.256,0.865,1.044,1.313,1.428,0.906,0.958,-0.831,4324
2321,316,20.329,35.581,2032.868,3558.128,-1.007,1.317,1.432,1.452,1.346,0.958,0.962,-0.049,4333
2322,659,20.053,35.283,2005.314,3528.327,-4.359,0.711,1.542,0.972,1.350,0.631,0.837,-0.069,4332
2323,445,4.693,12.096,469.349,1209.596,179.631,1.582,1.417,0.711,1.251,0.945,0.725,1.038,4343
2324,439,17.868,20.344,1786.770,2034.435,129.600,1.655,1.122,0.916,1.146,0.808,0.889,0.715,4344
2325,280,4.948,11.952,494.831,1195.187,9.433,1.529,0.783,1.595,0.694,0.677,0.607,0.022,4344
2326,817,16.836,42.977,1683.603,4297.676,117.486,1.520,0.944,1.234,0.595,0.766,0.651,0.635,4357
2327,575,18.011,39.206,1801.093,3920.627,123.210,0.848,1.593,0.653,1.118,0.695,0.737,0.671,4351
2328,766,19.130,37.572,1913.026,3757.191,91.283,0.996,1.504,1.075,1.008,0.797,0.968,0.417,4350
2329,666,14.947,48.008,1494.715,4800.809,-13.595,1.406,0.670,0.742,1.465,0.646,0.673,-0.131,4350
2330,880,19.151,37.158,1915.071,3715.779,12.483,0.910,1.411,0.894,1.381,0.784,0.786,0.045,4349
2331,337,14.775,48.154,1477.546,4815.381,-50.687,1.285,0.805,0.976,1.470,0.771,0.798,-0.356,4349
2332,996,14.796,48.001,1479.642,4800.142,-28.726,1.283,0.769,0.794,1.458,0.749,0.705,-0.200,4347
2333,1041,14.894,48.078,1489.392,4807.804,-57.969,1.213,0.596,0.787,1.439,0.659,0.708,-0.417,4348
2334,687,14.930,48.140,1493.011,4814.013,-21.192,1.426,0.825,0.914,1.502,0.733,0.757,-0.166,4345
2335,883,14.816,48.015,1481.553,4801.502,-46.888,1.247,0.770,0.817,1.524,0.763,0.698,-0.323,4346
2336,393,16.877,43.083,1687.716,4308.312,226.921,1.774,1.215,0.489,1.242,0.813,0.565,1.258,4367
2337,266,19.636,36.310,1963.580,3631.047,-9.446,1.376,1.270,1.330,1.419,0.960,0.967,-0.103,4364
2338,182,16.687,43.685,1668.696,4368.494,61.121,1.688,1.082,1.115,1.415,0.781,0.881,0.241,4362
2339,546,16.923,43.028,1692.330,4302.755,148.988,1.710,1.114,0.555,1.413,0.789,0.564,0.856,4359
2340,852,17.095,43.126,1709.472,4312.646,81.297,0.819,1.494,0.707,1.262,0.708,0.718,0.343,4358
2341,832,14.248,52.301,1424.841,5230.062,-64.565,0.792,1.136,1.065,1.333,0.822,0.888,-0.470,4383
2342,716,34.430,24.035,3443.014,2403.524,-41.047,0.897,1.054,0.763,1.464,0.919,0.685,-0.276,4383
2343,198,14.755,49.283,1475.540,4928.280,-18.782,1.451,1.021,1.237,1.392,0.826,0.941,-0.156,4355
2344,274,14.481,49.378,1448.125,4937.759,-10.982,1.214,1.203,1.222,1.308,0.995,0.966,-0.113,4354
2345,757,14.294,52.312,1429.385,5231.213,-88.061,0.844,1.171,1.151,1.484,0.838,0.874,-0.619,4382
2346,573,34.521,23.946,3452.124,2394.619,4.817,1.210,0.926,1.349,0.799,0.867,0.744,-0.012,4382
2347,370,14.038,52.363,1403.789,5236.257,-119.821,0.621,1.385,1.274,1.699,0.619,0.857,-0.967,4381
2348,307,34.488,23.962,3448.811,2396.190,82.070,1.301,1.226,1.413,0.766,0.970,0.703,0.348,4381
2349,680,34.485,24.025,3448.502,2402.508,-7.713,1.074,1.043,0.760,1.449,0.986,0.688,-0.092,4380
2350,554,14.265,52.399,1426.496,5239.900,-132.242,0.762,1.066,1.300,1.646,0.834,0.882,-1.118,4380
2351,488,16.028,43.733,1602.780,4373.291,26.266,0.748,1.433,1.141,0.901,0.686,0.883,0.139,4380
2352,665,14.190,52.265,1418.997,5226.548,-106.913,0.684,1.132,1.143,1.489,0.753,0.869,-0.816,4379
2353,223,16.146,43.368,1614.606,4336.790,-46.695,0.864,1.217,1.246,1.156,0.830,0.962,-0.321,4379
2354,366,34.559,23.952,3455.941,2395.226,98.186,1.167,1.233,1.252,0.671,0.972,0.698,0.477,4375
2355,279,17.820,20.589,1781.987,2058.923,-2.149,1.353,0.830,1.084,1.155,0.761,0.968,-0.056,4375
2356,232,25.058,32.596,2505.849,3259.571,-9.388,0.830,1.873,1.381,1.425,0.614,0.984,-0.103,4375
2357,326,21.720,32.987,2172.042,3298.663,-22.768,1.188,0.804,1.336,0.829,0.808,0.766,-0.173,4372
2358,556,54.972,27.986,5497.210,2798.563,68.348,1.510,0.741,1.299,0.680,0.658,0.687,0.271,4370
2359,833,55.179,27.927,5517.869,2792.656,72.008,0.897,1.364,1.331,0.641,0.793,0.650,0.289,4371
2360,588,19.802,36.284,1980.232,3628.373,-30.967,1.231,0.838,0.926,1.354,0.810,0.812,-0.211,4369
2361,1067,19.869,36.178,1986.868,3617.817,-12.684,1.277,0.790,0.867,1.325,0.764,0.791,-0.125,4368
2362,410,3.809,10.544,380.935,1054.413,154.154,1.661,1.259,1.021,1.010,0.862,0.995,0.890,4411
2363,324,54.603,28.218,5460.314,2821.799,-103.317,1.150,0.943,1.275,1.594,0.901,0.889,-0.776,4388
2364,296,14.269,52.285,1426.858,5228.486,-43.600,0.976,1.463,1.174,1.561,0.800,0.858,-0.296,4387
2365,493,14.150,52.117,1415.023,5211.668,-121.736,0.665,1.261,1.230,1.687,0.691,0.843,-0.990,4386
2366,716,14.415,52.109,1441.456,5210.948,-68.950,0.894,1.057,0.970,1.475,0.916,0.793,-0.494,4384
2367,533,4.600,11.226,460.044,1122.611,86.191,1.335,1.213,0.908,1.264,0.952,0.836,0.376,4410
2368,469,4.296,11.053,429.583,1105.306,85.172,1.169,1.474,0.770,1.505,0.885,0.677,0.368,4409
2369,714,38.884,24.161,3888.390,2416.118,76.022,1.435,0.888,0.771,1.241,0.764,0.767,0.310,4402
2370,277,4.969,12.852,496.949,1285.209,81.820,1.632,0.902,1.387,0.801,0.712,0.732,0.346,4402
2371,1171,38.789,24.277,3878.931,2427.684,-39.636,1.267,0.656,0.927,1.262,0.682,0.847,-0.265,4401
2372,1077,38.830,24.179,3883.035,2417.888,-38.951,1.267,0.770,0.904,1.393,0.756,0.787,-0.260,4400
2373,735,14.665,48.123,1466.482,4812.269,-62.305,1.032,0.815,0.845,1.454,0.882,0.735,-0.451,4421
2374,319,15.043,48.064,1504.253,4806.427,75.537,0.901,1.714,0.778,1.530,0.689,0.674,0.307,4418
2375,571,14.580,57.833,1458.037,5783.269,-100.783,1.071,0.950,1.643,1.126,0.940,0.813,-0.749,4414
2376,639,14.790,58.048,1479.015,5804.838,-135.208,1.099,0.691,1.064,1.880,0.772,0.723,-1.154,4413
2377,759,14.860,47.964,1485.965,4796.400,-56.642,1.362,0.690,1.514,0.944,0.673,0.768,-0.406,4460
2378,795,45.675,24.405,4567.507,2440.464,-123.907,1.052,0.743,1.417,1.394,0.828,0.992,-1.016,4440
2379,735,37.754,23.826,3775.406,2382.624,-36.820,1.217,0.690,1.286,0.865,0.723,0.804,-0.244,4440
2380,461,20.075,21.143,2007.516,2114.315,136.727,1.031,1.511,0.624,1.152,0.811,0.703,0.765,4440
2381,902,35.548,23.594,3554.768,2359.442,-92.942,0.999,0.909,1.340,1.236,0.953,0.960,-0.667,4471
2382,679,37.917,23.649,3791.725,2364.902,-105.559,1.270,0.641,1.444,1.266,0.671,0.934,-0.800,4441
2383,776,45.592,24.681,4559.190,2468.136,-112.717,0.983,0.843,1.475,1.234,0.923,0.911,-0.883,4441
2384,475,20.465,21.147,2046.455,2114.738,101.476,1.185,1.356,0.729,1.303,0.933,0.717,0.508,4439
2385,261,22.167,32.196,2216.655,3219.618,34.773,0.950,1.636,1.016,1.393,0.735,0.844,0.177,4439
2386,436,14.773,56.957,1477.322,5695.704,-115.991,1.172,0.774,1.705,1.162,0.796,0.811,-0.921,4434
2387,898,35.581,23.483,3558.066,2348.331,-80.156,1.005,0.876,1.281,1.159,0.931,0.950,-0.559,4470
2388,926,14.886,47.951,1488.634,4795.100,8.927,1.391,0.757,1.350,0.779,0.705,0.732,0.019,4461
2389,458,4.497,12.644,449.673,1264.379,100.565,1.211,1.164,1.053,0.823,0.980,0.878,0.499,4458
2390,487,4.830,12.619,482.994,1261.898,80.735,1.415,0.942,1.031,0.986,0.799,0.978,0.340,4457
2391,227,4.720,12.475,471.975,1247.463,73.347,1.544,1.193,1.282,1.160,0.872,0.950,0.295,4456
2392,315,42.312,24.726,4231.232,2472.648,127.694,1.124,1.620,1.200,0.842,0.819,0.825,0.702,4453
2393,422,2.646,8.652,264.619,865.203,109.733,1.277,1.143,1.039,0.804,0.945,0.873,0.577,4477
2394,339,35.657,23.776,3565.704,2377.642,-95.826,1.050,1.048,1.596,1.198,0.999,0.858,-0.696,4475
2395,428,35.453,23.564,3545.270,2356.384,-87.471,0.986,1.242,1.402,1.439,0.885,0.987,-0.613,4474
2396,387,23.741,22.367,2374.140,2236.737,-40.910,1.186,0.912,1.049,1.324,0.869,0.884,-0.275,4499
2397,577,15.997,44.673,1599.653,4467.253,-11.267,1.536,0.696,1.319,1.028,0.624,0.876,-0.115,4493
2398,683,23.874,22.381,2387.422,2238.060,59.941,1.409,0.869,0.956,1.085,0.763,0.937,0.237,4498
2399,689,26.828,30.994,2682.789,3099.394,8.904,1.301,0.779,1.335,0.726,0.749,0.704,0.018,4487
2400,325,6.171,15.451,617.132,1545.067,134.603,1.054,1.884,1.005,1.184,0.718,0.918,0.749,4501
2401,959,32.663,25.942,3266.341,2594.195,-50.018,1.062,0.862,1.427,0.846,0.896,0.744,-0.350,4506
2402,743,9.637,16.561,963.687,1656.150,119.835,1.326,1.139,0.993,0.822,0.924,0.906,0.650,4506
2403,362,9.754,16.602,975.364,1660.184,101.639,1.427,1.130,1.071,0.978,0.884,0.955,0.509,4507
2404,332,32.160,26.078,3216.002,2607.794,-47.181,0.978,1.242,0.994,1.550,0.881,0.782,-0.325,4505
2405,474,44.588,24.567,4458.780,2456.653,-106.125,1.079,0.907,1.438,1.355,0.913,0.970,-0.807,4510
2406,340,24.291,22.579,2429.085,2257.877,17.920,0.929,1.424,1.081,1.188,0.790,0.953,0.085,4509
2407,206,23.749,22.377,2374.906,2237.709,-66.432,1.499,0.872,1.255,1.597,0.735,0.880,-0.481,4508
2408,605,29.909,29.588,2990.909,2958.751,23.389,1.315,0.756,1.055,0.893,0.730,0.917,0.122,4516
2409,1026,29.806,29.528,2980.560,2952.769,24.700,1.283,0.811,0.978,0.984,0.774,0.997,0.131,4515
2410,954,17.922,40.024,1792.240,4002.436,108.048,1.417,0.992,0.540,1.304,0.823,0.586,0.564,4526
2411,213,17.134,39.925,1713.418,3992.490,-98.592,0.893,1.242,1.492,1.369,0.837,0.957,-0.726,4525
2412,415,17.213,19.866,1721.347,1986.632,11.211,1.020,1.414,1.517,0.882,0.838,0.735,0.036,4524
2413,481,16.009,46.292,1600.907,4629.208,123.450,0.979,1.626,0.744,1.189,0.752,0.770,0.673,4521
2414,676,17.210,19.983,1720.984,1998.324,4.179,0.844,1.223,1.280,0.803,0.816,0.771,-0.016,4533
2415,850,17.183,19.920,1718.270,1991.959,7.521,0.876,1.281,1.419,0.730,0.812,0.679,0.008,4532
2416,362,17.089,19.964,1708.884,1996.373,78.870,0.927,1.742,1.584,0.758,0.694,0.647,0.328,4531
2417,1162,23.222,34.408,2322.233,3440.800,82.558,0.916,1.378,0.932,1.011,0.799,0.959,0.351,4528
2418,602,7.999,16.153,799.912,1615.324,111.006,1.593,0.872,0.676,1.202,0.707,0.719,0.587,4527
2419,351,15.704,19.129,1570.356,1912.886,79.037,1.501,1.286,0.964,1.493,0.923,0.785,0.329,4528
2420,546,23.133,34.252,2313.288,3425.226,7.608,0.741,1.339,0.765,1.307,0.713,0.739,0.009,4527
2421,345,15.823,19.054,1582.297,1905.391,-1.284,1.318,0.872,0.750,1.491,0.797,0.669,-0.050,4527
2422,266,23.601,33.942,2360.085,3394.244,6.316,1.293,1.168,1.577,0.886,0.949,0.719,-0.001,4529
2423,248,43.526,24.475,4352.607,2447.540,38.961,1.352,1.365,1.304,1.226,0.995,0.969,0.187,4548
2424,320,43.672,24.475,4367.247,2447.496,61.779,1.247,1.223,1.062,1.165,0.990,0.954,0.243,4546
2425,1130,19.980,35.842,1997.956,3584.214,-10.925,1.425,0.666,1.365,0.839,0.637,0.762,-0.113,4562
2426,299,19.989,35.653,1998.899,3565.332,85.757,1.676,1.057,1.442,0.919,0.773,0.778,0.373,4561
2427,364,19.872,35.619,1987.226,3561.921,-87.890,1.194,0.939,1.449,1.302,0.881,0.947,-0.617,4559
2428,303,19.735,36.190,1973.467,3619.015,-13.532,1.215,0.863,0.817,1.392,0.831,0.740,-0.130,4558
2429,489,19.806,36.040,1980.587,3603.970,24.423,1.219,0.838,0.594,1.333,0.815,0.617,0.130,4556
2430,833,54.819,27.507,5481.861,2750.741,60.000,1.353,0.853,0.933,1.036,0.773,0.948,0.237,4574
2431,905,55.029,27.736,5502.921,2773.552,40.193,0.748,1.366,1.164,0.760,0.708,0.790,0.190,4573
2432,492,54.998,27.607,5499.845,2760.705,57.348,1.608,0.704,1.079,1.005,0.609,0.965,0.228,4572
2433,291,42.695,24.310,4269.466,2431.033,-59.186,1.379,1.072,1.392,1.485,0.875,0.968,-0.426,4572
2434,701,18.203,20.558,1820.317,2055.770,91.764,0.999,1.470,1.120,0.928,0.809,0.906,0.421,4577
2435,511,42.370,24.084,4236.973,2408.376,-89.927,0.730,0.996,0.840,1.523,0.846,0.711,-0.638,4583
2436,508,42.435,24.194,4243.519,2419.355,-115.365,0.905,1.099,1.264,1.653,0.903,0.867,-0.913,4582
2437,398,16.562,44.546,1656.240,4454.648,50.995,1.174,1.141,1.107,0.996,0.986,0.948,0.213,4582
2438,75,19.618,17.580,1961.821,1758.003,9.983,1.627,1.136,1.708,1.029,0.822,0.752,0.027,4584
2439,374,18.607,39.535,1860.670,3953.482,3.535,1.222,1.121,1.241,1.123,0.957,0.950,-0.020,4597
2440,384,18.491,39.471,1849.145,3947.118,1.445,1.112,0.952,0.995,1.103,0.923,0.949,-0.033,4596
2441,401,53.554,26.600,5355.368,2659.981,45.567,1.228,1.218,1.139,1.104,0.996,0.984,0.203,4606
2442,394,37.867,24.074,3786.699,2407.372,33.604,1.408,0.891,0.592,1.536,0.775,0.556,0.172,4611
2443,301,14.229,52.329,1422.858,5232.891,-103.738,0.657,0.908,1.088,1.258,0.840,0.928,-0.781,4602
2444,1232,29.706,29.365,2970.613,2936.501,-7.816,1.193,0.804,0.929,1.160,0.805,0.889,-0.092,4630
2445,571,29.982,29.409,2998.180,2940.938,3.289,1.507,0.789,1.067,1.251,0.687,0.920,-0.022,4629
2446,315,14.237,50.473,1423.739,5047.347,-35.820,0.919,1.286,1.335,1.106,0.834,0.906,-0.236,4628
2447,435,17.167,42.393,1716.717,4239.252,-53.861,0.720,1.410,1.229,1.284,0.676,0.978,-0.383,4627
2448,1001,16.987,42.371,1698.749,4237.134,-2.823,1.446,0.680,1.006,1.180,0.640,0.921,-0.060,4626
2449,537,17.193,42.504,1719.252,4250.403,0.268,0.815,1.312,1.028,1.139,0.766,0.949,-0.041,4624
2450,455,17.071,42.616,1707.109,4261.635,1.603,0.825,1.441,1.230,1.068,0.728,0.929,-0.032,4621
2451,763,48.932,24.961,4893.169,2496.103,7.831,1.371,0.754,1.448,0.668,0.710,0.631,0.010,4613
2452,518,22.913,34.519,2291.324,3451.936,-53.664,1.320,0.779,1.108,1.372,0.742,0.893,-0.381,4617
2453,265,49.672,24.923,4967.177,2492.295,-6.122,1.379,1.242,1.710,0.993,0.948,0.735,-0.081,4617
2454,767,48.979,24.783,4897.887,2478.264,10.543,1.433,0.739,1.277,0.864,0.681,0.807,0.031,4614
2455,1108,29.925,29.431,2992.460,2943.107,14.539,1.394,0.746,1.035,1.044,0.698,0.996,0.061,4631
2456,533,31.859,27.405,3185.873,2740.494,45.467,1.427,0.802,0.922,1.105,0.720,0.910,0.202,4635
2457,1225,28.073,30.534,2807.283,3053.351,39.112,0.730,1.353,0.956,0.940,0.701,0.991,0.188,4646
2458,545,6.718,15.906,671.837,1590.625,99.071,1.435,1.045,1.322,0.674,0.843,0.675,0.485,4646
2459,860,14.543,49.316,1454.296,4931.587,-80.790,0.969,0.991,1.126,1.397,0.989,0.893,-0.563,4645
2460,1174,27.979,30.375,2797.947,3037.464,-3.608,1.359,0.719,0.994,1.148,0.692,0.928,-0.065,4649
2461,899,14.618,49.139,1461.824,4913.913,-49.146,1.109,0.827,0.887,1.391,0.854,0.779,-0.342,4644
2462,1143,28.015,30.426,2801.526,3042.554,-5.448,0.690,1.391,0.997,1.161,0.663,0.924,-0.076,4648
2463,1097,27.977,30.439,2797.704,3043.931,21.062,1.463,0.761,1.041,1.077,0.684,0.983,0.106,4647
