 ,Intensity,X (px),Y (px),X (nm),Y (nm),Z (nm),Left-Width (px),Right-Width (px),Up-Height (px),Down-Height (px),X Symmetry (%),Y Symmetry (%),Width minus Height (px),Frame Number
244,537,55.689,28.345,5568.907,2834.458,10.584,1.339,0.991,1.017,1.281,0.851,0.885,0.031,423
245,788,55.652,28.086,5565.175,2808.635,44.605,1.299,0.928,0.680,1.346,0.833,0.671,0.201,422
246,700,33.047,25.221,3304.735,2522.131,-3.587,0.732,1.314,0.817,1.293,0.715,0.775,-0.065,420
247,277,36.048,23.726,3604.830,2372.561,-18.499,0.767,1.787,1.562,1.147,0.601,0.847,-0.155,419
248,165,49.042,25.640,4904.235,2563.993,22.292,0.958,1.913,1.569,1.187,0.668,0.862,0.115,419
249,948,36.047,23.553,3604.681,2355.344,-55.396,0.594,1.314,1.190,1.114,0.623,0.967,-0.396,418
250,337,48.647,25.559,4864.715,2555.908,-107.606,1.219,0.855,1.388,1.510,0.825,0.958,-0.824,418
251,382,45.697,24.855,4569.721,2485.471,-85.660,1.144,0.766,1.500,1.006,0.802,0.803,-0.596,456
252,193,15.854,42.846,1585.363,4284.585,127.569,2.197,0.705,1.183,1.018,0.486,0.925,0.701,453
253,441,19.318,20.977,1931.844,2097.734,105.322,1.109,1.347,1.260,0.653,0.903,0.683,0.543,452
254,246,19.358,20.440,1935.809,2044.048,99.673,1.349,1.606,1.215,1.248,0.913,0.987,0.491,451
255,1050,18.971,39.163,1897.083,3916.342,-39.273,1.322,0.641,0.827,1.399,0.653,0.743,-0.263,476
256,984,22.254,22.038,2225.372,2203.838,10.966,0.915,1.268,0.711,1.437,0.838,0.662,0.034,476
257,365,22.402,21.954,2240.229,2195.417,70.331,1.172,1.337,1.470,0.759,0.934,0.681,0.280,478
258,118,36.946,43.271,3694.636,4327.126,5.881,1.743,1.204,1.251,1.701,0.817,0.848,-0.004,445
259,210,35.201,23.080,3520.072,2307.966,0.415,1.140,1.559,1.065,1.674,0.845,0.778,-0.040,438
260,634,17.299,40.729,1729.923,4072.873,98.471,1.013,1.291,1.135,0.689,0.879,0.756,0.479,435
261,434,23.723,29.286,2372.294,2928.604,-120.069,1.106,0.752,1.133,1.695,0.809,0.801,-0.970,435
262,948,15.176,46.261,1517.607,4626.103,-41.164,0.731,1.265,0.972,1.302,0.733,0.855,-0.277,492
263,418,21.273,33.681,2127.333,3368.061,-72.148,0.894,1.089,1.297,1.198,0.902,0.960,-0.511,492
264,461,34.142,24.308,3414.201,2430.807,11.895,0.857,1.342,0.970,1.188,0.779,0.899,0.041,495
265,1033,15.207,46.274,1520.742,4627.406,-72.019,0.707,1.251,1.063,1.405,0.722,0.861,-0.511,491
266,426,21.611,33.729,2161.114,3372.868,-14.851,1.065,0.814,1.192,0.826,0.866,0.818,-0.139,491
267,977,15.381,46.227,1538.055,4622.685,-41.568,0.910,1.139,0.940,1.389,0.888,0.807,-0.280,490
268,882,15.188,46.187,1518.838,4618.693,-49.634,0.745,1.291,0.923,1.459,0.731,0.775,-0.347,489
269,368,21.989,35.364,2198.892,3536.408,102.941,1.769,0.985,1.006,1.227,0.715,0.901,0.521,509
270,242,17.512,41.781,1751.235,4178.101,67.167,1.417,1.558,1.492,1.218,0.953,0.899,0.265,509
271,495,38.917,24.357,3891.688,2435.709,59.167,1.453,0.783,0.883,1.119,0.700,0.882,0.234,483
272,468,39.002,24.191,3900.171,2419.057,-13.646,0.607,1.389,0.955,1.171,0.608,0.898,-0.131,482
273,967,22.318,22.065,2231.840,2206.521,3.067,0.977,1.144,0.806,1.338,0.921,0.752,-0.023,477
274,590,49.573,25.936,4957.280,2593.603,-115.099,0.988,0.886,1.658,1.127,0.946,0.810,-0.910,477
275,1036,18.940,39.103,1894.044,3910.313,16.719,1.414,0.747,0.715,1.369,0.691,0.686,0.076,475
276,541,22.403,22.000,2240.268,2199.971,-1.964,0.972,1.152,1.418,0.760,0.915,0.698,-0.055,475
277,329,21.915,21.957,2191.466,2195.682,91.901,1.905,0.927,1.667,0.743,0.655,0.616,0.422,474
278,460,45.114,24.299,4511.358,2429.909,34.696,0.826,1.387,0.855,1.182,0.746,0.840,0.177,472
279,669,47.061,24.765,4706.078,2476.521,-33.820,1.002,1.506,1.573,1.159,0.799,0.849,-0.224,467
280,594,39.137,24.263,3913.665,2426.346,87.927,0.737,1.339,0.706,0.980,0.710,0.838,0.390,467
281,590,39.558,24.384,3955.814,2438.433,78.790,1.186,1.219,0.945,1.133,0.986,0.910,0.327,466
282,548,38.793,24.384,3879.299,2438.400,9.699,1.290,0.845,0.954,1.156,0.792,0.904,0.024,465
283,528,14.927,18.246,1492.693,1824.551,92.012,1.562,0.865,0.782,1.223,0.713,0.780,0.423,465
284,446,15.133,18.511,1513.329,1851.066,126.808,1.116,1.648,1.049,1.019,0.808,0.985,0.695,462
285,593,15.044,18.357,1504.378,1835.711,100.293,0.858,1.554,0.794,1.121,0.711,0.829,0.496,460
286,633,15.020,18.344,1502.034,1834.386,183.054,1.001,1.731,0.711,0.965,0.733,0.849,1.056,459
287,932,34.144,24.123,3414.397,2412.281,-15.772,0.843,1.294,0.850,1.431,0.789,0.746,-0.143,499
288,986,34.092,24.086,3409.217,2408.634,-2.557,0.762,1.374,0.837,1.357,0.714,0.763,-0.058,498
289,298,21.263,34.388,2126.274,3438.765,-60.967,0.730,1.130,1.035,1.266,0.785,0.900,-0.441,498
290,249,15.195,46.674,1519.549,4667.393,-91.462,0.717,1.283,1.402,1.250,0.717,0.942,-0.653,498
291,1024,34.096,24.036,3409.553,2403.640,14.940,0.809,1.409,0.767,1.388,0.729,0.712,0.064,497
292,790,21.346,33.782,2134.590,3378.222,-45.064,0.721,1.102,1.214,0.916,0.791,0.860,-0.307,497
293,1077,34.077,24.308,3407.713,2430.785,5.900,0.738,1.350,0.881,1.210,0.707,0.843,-0.004,496
294,254,7.325,16.265,732.518,1626.504,49.646,1.250,1.428,1.014,1.454,0.934,0.822,0.210,494
295,722,15.319,46.199,1531.872,4619.875,-22.756,0.967,1.132,0.948,1.322,0.921,0.835,-0.173,493
296,835,19.377,36.896,1937.703,3689.555,-27.689,0.881,1.033,1.329,0.780,0.921,0.739,-0.195,512
297,1027,19.234,36.972,1923.390,3697.168,-23.196,0.826,1.231,1.518,0.713,0.803,0.639,-0.174,513
298,596,19.303,37.051,1930.270,3705.078,22.741,0.916,1.331,0.786,1.343,0.815,0.739,0.118,518
299,1037,19.123,36.976,1912.350,3697.606,16.045,0.869,1.325,1.406,0.716,0.792,0.675,0.072,517
300,1110,19.256,37.056,1925.624,3705.597,-17.231,0.809,1.193,0.762,1.390,0.808,0.708,-0.149,515
301,1172,19.268,37.023,1926.763,3702.313,23.396,0.856,1.277,0.630,1.381,0.802,0.626,0.122,514
302,513,14.414,52.943,1441.401,5294.278,-93.528,0.819,1.101,1.584,1.009,0.853,0.778,-0.673,530
303,139,43.602,37.393,4360.229,3739.342,4.521,1.405,1.458,1.251,1.626,0.981,0.870,-0.014,543
304,336,58.893,31.053,5889.258,3105.340,124.675,1.739,1.201,0.790,1.469,0.817,0.700,0.681,525
305,672,59.332,31.240,5933.234,3124.048,3.709,0.832,1.131,0.798,1.184,0.847,0.805,-0.019,548
306,372,58.952,31.212,5895.201,3121.164,-38.259,1.347,0.596,0.867,1.331,0.613,0.789,-0.255,524
307,296,20.057,21.226,2005.695,2122.597,-23.051,0.851,1.649,1.028,1.645,0.681,0.769,-0.174,524
308,677,59.131,31.479,5913.051,3147.883,16.223,0.842,1.315,1.000,1.084,0.781,0.959,0.073,549
309,993,32.949,25.776,3294.946,2577.569,-11.619,1.349,0.708,1.212,0.963,0.688,0.885,-0.118,540
310,979,17.570,41.602,1756.957,4160.159,-55.623,0.977,0.887,1.210,1.052,0.952,0.930,-0.398,540
311,177,33.601,25.940,3360.056,2594.035,11.736,1.391,1.347,1.546,1.153,0.984,0.854,0.040,539
312,118,49.270,8.883,4926.960,888.334,12.239,0.987,1.792,1.726,1.009,0.710,0.738,0.044,534
313,690,59.197,31.416,5919.714,3141.628,27.785,0.761,1.353,0.885,1.084,0.720,0.899,0.146,550
314,131,28.166,37.755,2816.554,3775.507,-60.019,0.684,1.670,1.544,1.243,0.581,0.892,-0.433,550
315,596,59.169,31.353,5916.901,3135.261,87.091,0.981,1.543,0.982,1.159,0.777,0.917,0.383,551
316,488,38.720,24.236,3871.994,2423.621,16.180,1.360,0.925,0.910,1.302,0.809,0.823,0.073,551
317,439,7.137,16.141,713.681,1614.125,95.448,1.033,1.468,0.811,1.239,0.826,0.791,0.451,555
318,310,32.922,26.184,3292.166,2618.382,25.171,1.409,1.130,0.819,1.585,0.890,0.681,0.134,554
319,327,7.424,16.166,742.393,1616.634,97.329,1.351,1.316,0.690,1.509,0.987,0.627,0.469,554
320,446,59.295,31.321,5929.489,3132.096,7.129,0.892,1.258,0.906,1.239,0.830,0.845,0.005,552
321,579,39.061,23.739,3906.110,2373.916,-96.443,0.577,1.105,1.338,1.047,0.686,0.878,-0.703,569
322,420,3.408,10.003,340.777,1000.251,150.980,1.238,1.499,0.604,1.264,0.905,0.646,0.869,569
323,359,43.626,23.997,4362.623,2399.694,-102.509,1.375,0.762,1.871,1.033,0.713,0.711,-0.767,570
324,361,4.250,10.669,424.986,1066.888,133.233,1.200,1.618,1.146,0.933,0.852,0.897,0.740,568
325,399,3.957,10.170,395.727,1016.974,125.952,1.522,1.131,0.715,1.248,0.853,0.729,0.690,566
326,932,38.891,23.903,3889.060,2390.257,-69.548,1.249,0.651,1.433,0.964,0.686,0.804,-0.497,575
327,668,43.314,24.150,4331.388,2414.968,-92.839,0.961,1.161,1.072,1.716,0.906,0.769,-0.666,571
328,1243,27.455,30.618,2745.481,3061.830,0.566,0.974,1.033,1.118,0.928,0.971,0.907,-0.039,580
329,466,46.258,24.060,4625.780,2405.966,0.031,0.793,1.224,0.595,1.463,0.786,0.578,-0.042,580
330,652,27.436,30.759,2743.604,3075.910,9.391,0.993,1.093,1.237,0.826,0.952,0.801,0.022,579
331,558,43.483,24.129,4348.256,2412.851,-102.852,0.963,1.033,1.116,1.650,0.965,0.807,-0.771,583
332,763,43.601,23.954,4360.141,2395.393,-121.877,1.055,0.898,1.755,1.190,0.920,0.808,-0.992,582
333,427,32.575,23.149,3257.497,2314.932,21.735,1.267,1.004,0.895,1.264,0.884,0.829,0.111,591
334,1083,27.526,23.084,2752.589,2308.398,-3.041,1.073,1.015,0.703,1.447,0.972,0.654,-0.061,589
335,749,16.985,42.556,1698.547,4255.640,97.810,1.557,0.910,1.050,0.943,0.738,0.946,0.473,588
336,425,27.493,23.125,2749.270,2312.450,12.212,1.126,1.279,0.766,1.595,0.937,0.649,0.043,588
337,170,34.872,3.067,3487.170,306.672,-22.424,1.649,1.132,1.251,1.701,0.814,0.848,-0.171,588
338,967,27.486,22.990,2748.599,2298.997,1.971,0.984,1.070,1.433,0.652,0.958,0.625,-0.030,587
339,595,17.012,42.573,1701.232,4257.320,153.932,0.842,1.717,0.907,0.763,0.658,0.914,0.888,587
340,507,37.926,23.781,3792.616,2378.067,-82.745,1.289,0.650,1.403,1.112,0.670,0.884,-0.575,585
341,496,20.892,21.598,2089.160,2159.783,120.707,1.530,0.996,1.013,0.858,0.788,0.917,0.655,596
342,431,57.114,29.298,5711.443,2929.823,81.535,0.862,1.319,0.818,1.018,0.791,0.891,0.345,604
343,210,57.612,29.664,5761.244,2966.385,-48.018,1.150,1.395,1.554,1.324,0.904,0.920,-0.333,605
344,707,21.176,21.566,2117.630,2156.568,68.721,0.898,1.456,1.090,0.990,0.763,0.952,0.272,597
345,591,10.303,16.546,1030.306,1654.584,123.464,0.999,1.445,0.961,0.810,0.818,0.915,0.673,611
346,491,44.879,24.609,4487.928,2460.895,-7.211,1.440,0.837,1.189,1.175,0.735,0.994,-0.088,611
347,250,46.430,24.265,4643.006,2426.499,29.078,1.287,1.392,1.128,1.400,0.961,0.892,0.152,608
348,430,46.607,24.747,4660.675,2474.717,-71.739,1.126,0.904,1.375,1.165,0.891,0.917,-0.509,607
349,368,23.979,33.683,2397.875,3368.307,-35.031,1.330,0.714,1.241,1.034,0.699,0.909,-0.230,614
350,390,44.628,24.545,4462.837,2454.525,78.900,1.256,1.128,1.014,1.041,0.946,0.987,0.328,614
351,1154,23.782,33.671,2378.163,3367.098,29.932,1.276,0.846,1.154,0.813,0.798,0.827,0.155,613
352,383,44.673,24.563,4467.329,2456.290,-17.030,1.418,0.959,1.269,1.257,0.807,0.995,-0.149,613
353,252,14.373,55.464,1437.309,5546.429,-64.068,1.098,1.292,1.392,1.464,0.919,0.975,-0.466,613
354,673,9.929,16.435,992.918,1643.460,137.418,1.632,0.894,0.852,0.903,0.708,0.971,0.771,610
355,571,16.264,43.984,1626.416,4398.361,-10.859,0.952,1.325,1.489,0.900,0.836,0.754,-0.112,626
356,422,25.052,27.306,2505.222,2730.592,-82.655,0.763,1.474,1.253,1.559,0.682,0.891,-0.574,626
357,1192,20.746,34.666,2074.631,3466.592,-44.106,1.127,0.708,1.150,0.986,0.772,0.923,-0.300,630
358,878,21.923,21.902,2192.275,2190.218,17.605,1.345,0.813,1.346,0.728,0.753,0.702,0.082,630
359,429,14.444,55.314,1444.439,5531.363,-106.679,0.981,0.980,1.096,1.679,1.000,0.790,-0.813,625
360,831,42.629,24.191,4262.898,2419.133,-93.716,1.096,0.812,1.081,1.501,0.851,0.837,-0.675,624
361,928,15.751,44.651,1575.108,4465.071,-59.171,1.103,0.765,1.250,1.045,0.819,0.911,-0.426,632
362,471,5.821,15.270,582.129,1527.019,172.556,1.607,1.088,0.644,1.052,0.807,0.760,0.998,632
363,697,42.804,24.072,4280.383,2407.155,-132.326,1.143,0.655,1.096,1.820,0.729,0.752,-1.119,622
364,341,20.797,34.601,2079.720,3460.108,-5.102,1.376,0.895,1.273,1.072,0.788,0.914,-0.074,622
365,496,16.317,45.513,1631.676,4551.271,150.865,1.237,1.510,0.896,0.983,0.901,0.953,0.868,621
366,533,24.995,27.012,2499.475,2701.219,-129.243,1.256,0.597,1.103,1.832,0.645,0.752,-1.081,621
367,417,20.893,34.726,2089.301,3472.597,-22.834,1.464,0.921,1.489,1.069,0.772,0.836,-0.173,621
368,556,5.743,15.305,574.299,1530.508,126.481,1.547,1.243,0.876,1.221,0.891,0.836,0.693,642
369,546,20.860,34.669,2085.957,3466.901,-43.045,1.384,0.756,1.366,1.066,0.707,0.877,-0.292,619
370,666,20.668,34.602,2066.837,3460.205,5.110,1.214,0.916,1.124,1.015,0.860,0.949,-0.010,618
371,352,17.065,42.464,1706.543,4246.409,118.010,1.106,1.691,1.014,1.145,0.791,0.940,0.638,617
372,542,5.589,15.139,558.889,1513.873,132.226,1.539,1.213,0.724,1.295,0.881,0.717,0.733,641
373,370,38.574,23.971,3857.374,2397.107,-11.717,1.502,1.090,1.598,1.112,0.841,0.821,-0.118,641
374,562,6.043,15.214,604.309,1521.417,104.549,0.910,1.589,0.734,1.228,0.729,0.748,0.536,640
375,379,38.748,24.148,3874.840,2414.760,-64.499,1.287,0.829,1.013,1.572,0.784,0.784,-0.469,640
376,377,5.892,15.319,589.164,1531.880,100.324,1.512,1.032,0.809,1.238,0.811,0.791,0.497,635
377,644,21.563,21.596,2156.329,2159.554,40.644,1.182,1.092,1.135,0.947,0.961,0.910,0.191,656
378,352,22.069,35.091,2206.887,3509.125,-69.573,0.787,1.225,0.900,1.609,0.782,0.717,-0.497,656
379,571,6.018,15.334,601.833,1533.444,124.156,0.931,1.705,0.809,1.150,0.706,0.826,0.678,633
380,268,56.091,28.792,5609.095,2879.150,47.929,1.060,1.858,1.286,1.424,0.726,0.949,0.207,633
381,741,56.145,28.667,5614.533,2866.705,23.151,0.900,1.301,1.114,0.967,0.818,0.930,0.121,634
382,614,5.881,15.226,588.066,1522.556,148.220,1.641,0.888,0.624,1.054,0.702,0.744,0.851,634
383,854,21.860,21.998,2185.955,2199.831,84.029,1.431,0.890,1.328,0.632,0.767,0.645,0.360,631
384,581,5.801,15.321,580.052,1532.059,143.861,1.537,1.091,0.716,1.090,0.830,0.793,0.821,631
385,975,20.695,34.683,2069.471,3468.308,-39.774,1.185,0.914,1.321,1.044,0.871,0.883,-0.267,629
386,466,15.810,44.643,1580.982,4464.305,-34.345,1.206,0.652,1.086,0.999,0.702,0.958,-0.227,631
387,527,56.132,28.526,5613.236,2852.615,-1.770,0.887,1.439,1.147,1.232,0.763,0.964,-0.053,631
388,555,14.364,55.299,1436.444,5529.929,-108.828,0.814,0.957,1.130,1.480,0.919,0.866,-0.838,629
389,470,15.763,44.558,1576.342,4455.795,-0.056,1.368,0.780,1.184,1.006,0.726,0.918,-0.043,629
390,647,14.400,55.289,1440.004,5528.928,-132.008,0.879,0.968,1.362,1.600,0.952,0.919,-1.115,628
391,504,5.624,15.208,562.383,1520.766,100.701,1.325,1.100,0.752,1.173,0.907,0.781,0.500,628
392,545,20.736,34.797,2073.647,3479.734,-11.671,1.095,0.901,1.233,0.882,0.903,0.834,-0.118,628
393,225,15.720,45.023,1572.008,4502.286,-78.729,1.463,0.910,0.736,2.187,0.767,0.503,-0.550,628
394,1029,15.702,44.663,1570.230,4466.271,-20.787,1.219,0.873,1.221,1.035,0.835,0.918,-0.164,627
395,287,16.862,45.499,1686.161,4549.902,81.150,1.548,1.403,1.253,1.356,0.951,0.961,0.342,655
396,302,19.483,37.390,1948.333,3739.034,-13.710,1.331,1.294,1.209,1.547,0.986,0.878,-0.131,653
397,244,19.152,37.446,1915.214,3744.605,0.614,0.849,1.355,0.976,1.267,0.770,0.870,-0.038,652
398,186,14.473,51.184,1447.343,5118.358,-48.471,1.270,1.311,1.265,1.652,0.984,0.867,-0.337,651
399,1237,19.911,35.627,1991.083,3562.715,-29.991,1.338,0.635,1.122,1.057,0.644,0.970,-0.206,675
400,698,14.484,55.939,1448.380,5593.936,-124.653,0.928,0.873,1.819,1.007,0.969,0.712,-1.025,675
401,352,16.723,45.427,1672.323,4542.689,96.394,1.300,1.264,0.941,1.163,0.986,0.894,0.460,647
402,316,14.380,56.062,1438.022,5606.235,-112.414,0.857,0.983,1.119,1.600,0.932,0.823,-0.879,676
403,244,20.125,36.141,2012.539,3614.099,-93.739,0.754,1.506,1.099,1.836,0.667,0.749,-0.675,676
404,668,5.833,15.386,583.323,1538.573,78.375,1.452,0.853,0.803,1.177,0.740,0.811,0.325,644
405,399,11.244,16.690,1124.392,1669.006,204.422,1.253,1.608,1.011,0.721,0.876,0.833,1.128,677
406,676,5.910,15.403,591.013,1540.304,83.566,1.451,0.740,0.745,1.088,0.676,0.813,0.357,643
407,271,18.165,39.572,1816.494,3957.223,109.904,1.134,1.809,1.189,1.176,0.770,0.995,0.579,643
408,1061,20.065,35.747,2006.508,3574.723,-22.772,0.738,1.353,1.264,1.000,0.706,0.884,-0.173,674
409,792,20.023,35.719,2002.302,3571.885,25.456,0.711,1.450,1.176,0.850,0.658,0.839,0.136,673
410,650,34.099,24.390,3409.931,2439.049,-63.798,0.585,1.188,1.012,1.225,0.660,0.905,-0.463,673
411,255,20.084,35.907,2008.366,3590.721,44.502,1.091,1.655,1.423,1.123,0.795,0.882,0.200,672
412,242,23.800,22.097,2379.974,2209.688,-38.207,1.326,0.873,1.042,1.411,0.794,0.850,-0.255,671
413,873,17.114,42.193,1711.437,4219.337,7.266,0.808,1.290,0.812,1.280,0.770,0.777,0.006,670
414,514,53.900,27.682,5390.033,2768.215,-118.038,1.332,0.709,1.578,1.409,0.695,0.943,-0.945,669
415,252,3.791,9.650,379.084,964.971,233.782,1.514,1.478,0.956,0.727,0.988,0.864,1.309,668
416,618,23.855,22.422,2385.539,2242.209,67.732,1.332,0.856,0.930,0.991,0.782,0.968,0.268,667
417,378,3.423,9.556,342.266,955.576,164.506,1.269,1.565,0.967,0.917,0.896,0.973,0.951,667
418,1044,23.830,22.258,2382.965,2225.813,65.944,1.330,0.909,0.837,1.144,0.812,0.845,0.259,666
419,431,3.453,9.566,345.303,956.613,165.791,1.347,1.401,0.986,0.805,0.980,0.899,0.958,666
420,1001,23.738,22.308,2373.835,2230.815,-0.165,1.286,0.896,0.970,1.255,0.821,0.872,-0.043,665
421,264,3.746,9.730,374.640,973.000,136.979,1.678,1.316,1.324,0.903,0.879,0.811,0.767,665
422,301,43.684,24.369,4368.416,2436.889,-97.984,1.291,0.904,1.299,1.615,0.824,0.892,-0.719,702
423,482,57.048,29.308,5704.849,2930.841,50.436,0.935,1.497,0.966,1.254,0.769,0.870,0.212,696
424,143,14.884,49.158,1488.391,4915.783,13.539,1.642,1.071,0.996,1.664,0.790,0.749,0.053,711
425,602,56.838,29.351,5683.763,2935.069,26.868,1.344,0.841,0.935,1.108,0.769,0.915,0.142,694
426,725,56.865,29.292,5686.497,2929.152,5.820,1.338,0.829,0.951,1.221,0.765,0.876,-0.005,695
427,162,32.224,52.942,3222.386,5294.219,101.357,0.489,2.091,1.109,0.964,0.379,0.930,0.506,695
428,576,17.572,41.223,1757.220,4122.308,181.652,1.425,1.468,0.743,1.102,0.985,0.806,1.048,691
429,373,16.966,44.131,1696.564,4413.141,181.316,1.663,1.243,0.525,1.335,0.855,0.564,1.047,689
430,1023,20.166,35.699,2016.625,3569.888,-12.608,0.818,1.201,1.181,0.962,0.810,0.898,-0.124,688
431,1046,26.535,31.231,2653.523,3123.092,-21.315,0.985,0.915,0.805,1.261,0.963,0.779,-0.167,688
432,701,16.339,44.394,1633.865,4439.419,109.350,1.088,1.375,0.874,1.015,0.883,0.926,0.574,688
433,1210,26.534,31.208,2653.400,3120.753,-1.867,1.001,0.986,0.822,1.218,0.992,0.806,-0.054,687
434,1123,20.124,35.716,2012.419,3571.584,-28.965,0.716,1.224,1.194,0.947,0.738,0.885,-0.201,687
435,447,16.278,44.551,1627.847,4455.120,86.837,1.082,1.316,0.945,1.072,0.902,0.937,0.381,687
436,1221,26.624,31.383,2662.448,3138.306,-6.954,1.045,0.825,0.823,1.133,0.882,0.841,-0.086,686
437,1027,19.992,35.637,1999.166,3563.706,-23.185,1.365,0.601,1.173,0.968,0.612,0.904,-0.174,686
438,1177,26.491,31.398,2649.126,3139.846,-13.289,1.028,1.059,1.041,1.174,0.985,0.940,-0.129,685
439,1241,26.570,31.219,2657.013,3121.858,-18.272,1.025,0.902,0.862,1.219,0.936,0.828,-0.154,684
440,299,26.513,31.219,2651.346,3121.867,9.727,1.248,1.017,0.879,1.360,0.898,0.785,0.025,683
441,251,14.737,58.869,1473.726,5886.863,-138.741,1.040,0.735,1.826,1.145,0.828,0.771,-1.196,682
442,577,17.732,40.887,1773.205,4088.694,-0.170,1.400,0.894,1.413,0.924,0.780,0.791,-0.043,706
443,711,17.797,40.859,1779.725,4085.927,-4.563,1.183,0.781,1.337,0.698,0.795,0.686,-0.071,705
444,609,16.585,42.401,1658.470,4240.140,19.253,1.157,0.903,0.912,1.055,0.877,0.928,0.094,721
445,452,16.807,42.584,1680.739,4258.384,-39.311,1.195,0.784,1.141,1.101,0.793,0.982,-0.263,720
446,866,15.483,19.217,1548.304,1921.725,110.526,1.295,1.175,0.722,1.164,0.951,0.766,0.584,723
447,596,15.703,19.093,1570.304,1909.254,22.780,1.222,0.901,0.754,1.250,0.849,0.753,0.118,722
448,808,15.543,19.191,1554.346,1919.053,75.990,1.212,1.065,0.717,1.251,0.935,0.729,0.310,725
449,958,15.688,19.005,1568.786,1900.456,119.200,1.288,1.157,0.522,1.277,0.946,0.580,0.646,724
450,623,6.442,15.672,644.209,1567.151,143.234,1.172,1.382,0.970,0.767,0.918,0.883,0.816,731
451,524,50.707,25.691,5070.676,2569.065,10.538,1.174,0.976,1.141,0.978,0.908,0.923,0.031,731
452,299,6.741,15.433,674.110,1543.321,85.062,1.238,1.104,1.040,0.935,0.943,0.947,0.367,730
453,1004,50.640,25.479,5063.956,2547.907,60.740,1.193,0.974,0.968,0.959,0.899,0.995,0.240,729
454,501,17.446,20.246,1744.607,2024.556,32.494,1.225,1.156,0.972,1.241,0.971,0.878,0.167,754
455,103,29.013,11.412,2901.325,1141.180,0.796,1.083,1.723,1.421,1.423,0.772,0.999,-0.037,749
456,1007,33.752,23.549,3375.190,2354.905,-31.073,1.183,0.874,1.199,1.069,0.849,0.943,-0.211,739
457,938,33.822,23.586,3382.166,2358.608,-40.637,1.252,0.848,1.201,1.172,0.807,0.987,-0.273,740
458,727,23.197,30.443,2319.731,3044.290,-99.446,0.663,1.184,1.190,1.391,0.718,0.922,-0.735,737
459,682,21.847,21.739,2184.689,2173.902,11.043,1.379,0.802,1.245,0.901,0.736,0.840,0.035,762
460,631,51.034,26.431,5103.397,2643.056,-122.579,0.550,1.267,1.422,1.395,0.606,0.990,-1.000,760
461,206,21.852,21.833,2185.155,2183.341,100.891,1.597,1.200,1.311,0.984,0.858,0.858,0.502,761
462,816,30.317,29.174,3031.734,2917.363,-40.129,0.969,1.091,0.847,1.482,0.941,0.727,-0.269,771
463,360,3.812,10.219,381.193,1021.934,120.536,1.606,1.147,0.866,1.233,0.833,0.825,0.654,771
464,714,21.540,21.828,2153.951,2182.796,97.721,1.264,1.206,1.246,0.751,0.977,0.752,0.472,778
465,909,21.565,21.778,2156.518,2177.828,28.395,1.169,1.019,1.215,0.825,0.931,0.809,0.149,787
466,637,21.629,21.817,2162.944,2181.723,58.757,1.206,0.907,1.149,0.731,0.858,0.778,0.233,789
467,865,21.628,21.686,2162.820,2168.633,6.425,1.249,0.957,1.234,0.973,0.868,0.882,-2.390E-4,788
468,261,21.510,21.840,2151.034,2184.045,27.749,1.511,1.257,1.511,1.110,0.908,0.847,0.146,782
469,942,21.717,21.825,2171.680,2182.480,89.283,1.302,0.995,1.182,0.714,0.866,0.753,0.401,781
470,1032,21.577,21.859,2157.654,2185.913,5.363,1.087,0.859,1.233,0.721,0.883,0.738,-0.008,786
471,759,21.636,21.816,2163.559,2181.573,70.398,1.272,1.137,1.281,0.847,0.944,0.796,0.281,780
472,982,21.957,21.994,2195.672,2199.371,26.897,1.405,0.744,1.347,0.661,0.693,0.659,0.142,805
473,259,22.061,21.799,2206.065,2179.905,9.851,0.843,1.457,1.203,1.072,0.733,0.943,0.026,804
474,1085,25.114,22.670,2511.355,2266.969,55.086,0.841,1.387,1.111,0.897,0.755,0.894,0.220,809
475,1036,21.672,21.814,2167.224,2181.412,17.480,1.167,0.873,1.223,0.736,0.856,0.751,0.082,806
476,231,37.353,23.507,3735.281,2350.685,-56.696,1.141,1.391,1.412,1.526,0.902,0.961,-0.407,814
477,320,16.973,41.924,1697.288,4192.367,97.040,1.350,1.016,1.217,0.683,0.859,0.719,0.466,812
478,775,41.009,24.834,4100.862,2483.404,7.065,0.737,1.416,1.297,0.852,0.685,0.793,0.005,811
479,1147,31.577,27.888,3157.686,2788.780,-9.548,1.097,0.942,1.279,0.863,0.924,0.806,-0.104,818
